# FICTIONAL PERSONA - Sarah Reynolds Donington 2026 5-lap synthetic trace.
# See docs/sarah-reynolds-persona.md + fixtures/personas/sarah-reynolds-coa-stub.json.
# Generated deterministically by apex.instruct.sarah_synth (seed=42).
# 1 Hz mini-sector aggregation; 5 laps x 60 sec = 300 rows; CHANNELS order matches shapes.py.
throttle_pct,brake_pa,steering_rad,rpm,lat_g,long_g,speed_mps,gear,coa_overlap_flag,tire_load_n,mu_v,track_pitch_rad,track_bank_rad,yaw_rate_rad_s
50.0000,0.0000,0.0000,7876.9495,0.0000,0.0000,58.0092,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7887.6679,0.0000,0.0000,57.9163,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7899.9965,0.0000,0.0000,57.9406,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7858.8293,0.0000,0.0000,57.8519,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7877.4998,0.0000,0.0000,57.9112,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7909.6291,0.0000,0.0000,57.9642,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7865.1282,0.0000,0.0000,58.0804,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1791395.8337,0.0439,7380.2812,1.1133,-0.4478,53.7787,5.0000,1.0000,6218.9393,1.2277,0.0030,-0.0150,0.2037
0.0000,4000000.0000,0.1500,6234.0461,0.6633,-1.0000,42.8618,4.0000,1.0000,5600.0000,1.2367,0.0030,-0.0150,0.1513
0.0000,4000000.0000,0.2561,5080.1615,0.6633,-1.0000,32.4327,3.0000,1.0000,4539.3398,1.2367,0.0030,-0.0150,0.2009
0.0000,1791395.8337,0.3000,4580.2285,1.1133,-0.4478,27.8959,3.0000,1.0000,3658.2792,1.2277,0.0030,-0.0150,0.3901
72.3924,0.0000,0.2561,5089.8530,1.1133,0.4478,32.4409,3.0000,1.0000,3739.3398,1.2277,0.0030,-0.0150,0.3372
75.0000,0.0000,0.1500,6247.1359,0.6633,1.0000,42.9869,4.0000,1.0000,4800.0000,1.2367,0.0030,-0.0150,0.1513
75.0000,0.0000,0.0439,7413.5626,0.6633,1.0000,53.4235,5.0000,1.0000,5860.6602,1.2367,0.0030,-0.0150,0.1214
72.3924,0.0000,0.0000,7891.0823,0.0000,0.4478,58.0928,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7926.5531,0.0000,0.0000,57.9395,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7875.8968,0.0000,0.0000,57.9466,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7839.9296,0.0000,0.0000,57.8930,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7912.0851,0.0000,0.0000,57.9346,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7870.8460,0.0000,0.0000,58.0428,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7882.1576,0.0000,0.0000,57.9811,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,2149675.0005,-0.0439,7326.2624,-1.0729,-0.5374,52.7608,5.0000,1.0000,6202.7272,1.2285,0.0030,-0.0150,-0.1996
0.0000,4000000.0000,-0.1500,5867.9548,-0.6633,-1.0000,40.0362,4.0000,1.0000,5300.0000,1.2367,0.0030,-0.0150,-0.1627
0.0000,4000000.0000,-0.2561,4474.8956,-0.6633,-1.0000,27.4041,3.0000,1.0000,4027.2078,1.2367,0.0030,-0.0150,-0.2386
0.0000,2149675.0005,-0.3000,3887.9744,-1.0729,-0.5374,21.9657,2.0000,1.0000,3129.9350,1.2285,0.0030,-0.0150,-0.4784
75.0000,0.0000,-0.2561,4484.0458,-1.0729,0.5374,27.1244,3.0000,1.0000,3227.2078,1.2285,0.0030,-0.0150,-0.3859
75.0000,0.0000,-0.1500,5908.7927,-0.6633,1.0000,40.1067,4.0000,1.0000,4500.0000,1.2367,0.0030,-0.0150,-0.1627
75.0000,0.0000,-0.0439,7310.5552,-0.6633,1.0000,52.6948,5.0000,1.0000,5772.7922,1.2367,0.0030,-0.0150,-0.1234
75.0000,0.0000,-0.0000,7885.5255,0.0000,0.5374,58.1115,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7851.7447,0.0000,0.0000,58.0383,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7833.7979,0.0000,0.0000,57.9869,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7881.0871,0.0000,0.0000,58.0349,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7870.5645,0.0000,0.0000,58.1951,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7889.1877,0.0000,0.0000,58.2077,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1552543.0559,0.0439,7475.2018,1.1355,-0.3881,54.1993,5.0000,1.0000,6229.7474,1.2273,0.0030,-0.0150,0.2055
0.0000,3748170.5017,0.1500,6452.7648,0.7496,-0.9370,45.0160,4.0000,1.0000,5749.6341,1.2350,0.0030,-0.0150,0.1634
0.0000,3748170.5017,0.2561,5454.0400,0.7496,-0.9370,35.9152,3.0000,1.0000,4830.3953,1.2350,0.0030,-0.0150,0.2054
0.0000,1552543.0559,0.3000,5024.5842,1.1355,-0.3881,31.9154,3.0000,1.0000,4010.5086,1.2273,0.0030,-0.0150,0.3481
69.4068,0.0000,0.2561,5449.4386,1.1355,0.3881,35.8409,3.0000,1.0000,4080.7612,1.2273,0.0030,-0.0150,0.3111
75.0000,0.0000,0.1500,6435.9065,0.7496,0.9370,44.9974,4.0000,1.0000,5000.0000,1.2350,0.0030,-0.0150,0.1634
75.0000,0.0000,0.0439,7457.5705,0.7496,0.9370,54.2238,5.0000,1.0000,5919.2388,1.2350,0.0030,-0.0150,0.1357
69.4068,0.0000,0.0000,7883.9355,0.0000,0.3881,57.9167,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7896.4106,0.0000,0.0000,57.8410,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7872.1252,0.0000,0.0000,57.7927,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7890.4233,0.0000,0.0000,57.8883,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7874.6832,0.0000,0.0000,57.9541,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7877.6492,0.0000,0.0000,57.9707,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1910822.2226,-0.0439,7381.0983,-1.1008,-0.4777,53.5074,5.0000,1.0000,6213.5353,1.2280,0.0030,-0.0150,-0.2026
0.0000,4000000.0000,-0.1500,6080.1388,-0.6633,-1.0000,42.1106,4.0000,1.0000,5500.0000,1.2367,0.0030,-0.0150,-0.1549
0.0000,4000000.0000,-0.2561,4849.5626,-0.6633,-1.0000,30.5901,3.0000,1.0000,4368.6292,1.2367,0.0030,-0.0150,-0.2121
0.0000,1910822.2226,-0.3000,4330.3563,-1.1008,-0.4777,26.0348,3.0000,1.0000,3482.1644,1.2280,0.0030,-0.0150,-0.4153
73.8853,0.0000,-0.2561,4828.8197,-1.1008,0.4777,30.6456,3.0000,1.0000,3568.6292,1.2280,0.0030,-0.0150,-0.3519
75.0000,0.0000,-0.1500,6106.4347,-0.6633,1.0000,41.9716,4.0000,1.0000,4700.0000,1.2367,0.0030,-0.0150,-0.1549
75.0000,0.0000,-0.0439,7379.4966,-0.6633,1.0000,53.3322,5.0000,1.0000,5831.3708,1.2367,0.0030,-0.0150,-0.1221
73.8853,0.0000,-0.0000,7874.3023,0.0000,0.4777,58.0619,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7883.9558,0.0000,0.0000,57.9661,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7901.7843,0.0000,0.0000,58.1064,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7906.5537,0.0000,0.0000,57.8858,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7878.6172,0.0000,0.0000,58.0006,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7907.0717,0.0000,0.0000,58.2598,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7884.4616,0.0000,0.0000,57.8314,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7908.6643,0.0000,0.0000,57.9174,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7881.8304,0.0000,0.0000,58.0248,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7891.6155,0.0000,0.0000,57.9821,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7878.8643,0.0000,0.0000,57.9747,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7876.5918,0.0000,0.0000,57.9841,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7864.4104,0.0000,0.0000,58.0203,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1791395.8337,0.0439,7405.3322,1.1133,-0.4478,53.5057,5.0000,1.0000,6218.9393,1.2277,0.0030,-0.0150,0.2037
0.0000,4000000.0000,0.1500,6212.9693,0.6633,-1.0000,43.0707,4.0000,1.0000,5600.0000,1.2367,0.0030,-0.0150,0.1513
0.0000,4000000.0000,0.2561,5076.5855,0.6633,-1.0000,32.4597,3.0000,1.0000,4539.3398,1.2367,0.0030,-0.0150,0.2009
0.0000,1791395.8337,0.3000,4601.7057,1.1133,-0.4478,28.0385,3.0000,1.0000,3658.2792,1.2277,0.0030,-0.0150,0.3901
72.3924,0.0000,0.2561,5070.6044,1.1133,0.4478,32.4491,3.0000,1.0000,3739.3398,1.2277,0.0030,-0.0150,0.3372
75.0000,0.0000,0.1500,6224.2750,0.6633,1.0000,43.0296,4.0000,1.0000,4800.0000,1.2367,0.0030,-0.0150,0.1513
75.0000,0.0000,0.0439,7405.8055,0.6633,1.0000,53.8101,5.0000,1.0000,5860.6602,1.2367,0.0030,-0.0150,0.1214
72.3924,0.0000,0.0000,7873.8265,0.0000,0.4478,57.9913,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7898.7109,0.0000,0.0000,57.9693,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7843.3719,0.0000,0.0000,57.9246,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7873.2879,0.0000,0.0000,57.8968,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7840.1838,0.0000,0.0000,57.8756,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7850.0988,0.0000,0.0000,57.9111,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7907.2772,0.0000,0.0000,57.9929,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,2149675.0005,-0.0439,7317.9751,-1.0729,-0.5374,52.7614,5.0000,1.0000,6202.7272,1.2285,0.0030,-0.0150,-0.1996
0.0000,4000000.0000,-0.1500,5885.6104,-0.6633,-1.0000,40.0051,4.0000,1.0000,5300.0000,1.2367,0.0030,-0.0150,-0.1627
0.0000,4000000.0000,-0.2561,4469.8785,-0.6633,-1.0000,27.1955,3.0000,1.0000,4027.2078,1.2367,0.0030,-0.0150,-0.2386
0.0000,2149675.0005,-0.3000,3860.7094,-1.0729,-0.5374,22.0900,2.0000,1.0000,3129.9350,1.2285,0.0030,-0.0150,-0.4784
75.0000,0.0000,-0.2561,4489.0587,-1.0729,0.5374,27.3460,3.0000,1.0000,3227.2078,1.2285,0.0030,-0.0150,-0.3859
75.0000,0.0000,-0.1500,5948.4083,-0.6633,1.0000,39.9840,4.0000,1.0000,4500.0000,1.2367,0.0030,-0.0150,-0.1627
75.0000,0.0000,-0.0439,7308.7691,-0.6633,1.0000,52.6626,5.0000,1.0000,5772.7922,1.2367,0.0030,-0.0150,-0.1234
75.0000,0.0000,-0.0000,7868.8086,0.0000,0.5374,58.0548,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7889.3016,0.0000,0.0000,58.0188,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7848.7808,0.0000,0.0000,57.8552,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7874.0535,0.0000,0.0000,57.9932,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7881.9895,0.0000,0.0000,58.0262,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7878.2780,0.0000,0.0000,57.9100,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1552543.0559,0.0439,7476.9788,1.1355,-0.3881,54.2114,5.0000,1.0000,6229.7474,1.2273,0.0030,-0.0150,0.2055
0.0000,3748170.5017,0.1500,6456.8929,0.7496,-0.9370,44.8545,4.0000,1.0000,5749.6341,1.2350,0.0030,-0.0150,0.1634
0.0000,3748170.5017,0.2561,5452.2038,0.7496,-0.9370,35.9412,3.0000,1.0000,4830.3953,1.2350,0.0030,-0.0150,0.2054
0.0000,1552543.0559,0.3000,5006.2326,1.1355,-0.3881,32.1248,3.0000,1.0000,4010.5086,1.2273,0.0030,-0.0150,0.3481
69.4068,0.0000,0.2561,5456.7936,1.1355,0.3881,35.7824,3.0000,1.0000,4080.7612,1.2273,0.0030,-0.0150,0.3111
75.0000,0.0000,0.1500,6482.5787,0.7496,0.9370,45.0363,4.0000,1.0000,5000.0000,1.2350,0.0030,-0.0150,0.1634
75.0000,0.0000,0.0439,7441.7597,0.7496,0.9370,53.9514,5.0000,1.0000,5919.2388,1.2350,0.0030,-0.0150,0.1357
69.4068,0.0000,0.0000,7862.2461,0.0000,0.3881,57.8844,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7906.7157,0.0000,0.0000,57.9706,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7876.1731,0.0000,0.0000,57.8928,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7908.0764,0.0000,0.0000,58.0714,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7871.1493,0.0000,0.0000,58.1997,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,-0.0000,7909.1009,0.0000,0.0000,57.8823,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
0.0000,1910822.2226,-0.0439,7367.1377,-1.1008,-0.4777,53.2300,5.0000,1.0000,6213.5353,1.2280,0.0030,-0.0150,-0.2026
0.0000,4000000.0000,-0.1500,6125.1646,-0.6633,-1.0000,42.0235,4.0000,1.0000,5500.0000,1.2367,0.0030,-0.0150,-0.1549
0.0000,4000000.0000,-0.2561,4906.7864,-0.6633,-1.0000,30.8474,3.0000,1.0000,4368.6292,1.2367,0.0030,-0.0150,-0.2121
0.0000,1910822.2226,-0.3000,4352.7646,-1.1008,-0.4777,25.8778,3.0000,1.0000,3482.1644,1.2280,0.0030,-0.0150,-0.4153
73.8853,0.0000,-0.2561,4856.6696,-1.1008,0.4777,30.7112,3.0000,1.0000,3568.6292,1.2280,0.0030,-0.0150,-0.3519
75.0000,0.0000,-0.1500,6111.0287,-0.6633,1.0000,42.1821,4.0000,1.0000,4700.0000,1.2367,0.0030,-0.0150,-0.1549
75.0000,0.0000,-0.0439,7373.5546,-0.6633,1.0000,53.1485,5.0000,1.0000,5831.3708,1.2367,0.0030,-0.0150,-0.1221
73.8853,0.0000,-0.0000,7848.6848,0.0000,0.4777,57.8719,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7892.7494,0.0000,0.0000,57.9576,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7869.2246,0.0000,0.0000,57.9479,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7902.9563,0.0000,0.0000,58.0813,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7832.1148,0.0000,0.0000,58.0242,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
50.0000,0.0000,0.0000,7864.2687,0.0000,0.0000,57.8225,5.0000,1.0000,6300.0000,1.2500,0.0030,-0.0150,0.0000
